,Year,Month,unemployment_level,civilian_labor_force,inflation_level,unemployment,inflation,decade
565,1995,2,7187,132087,150.9,5.441110783,0.265780731,1990
566,1995,3,7153,132087,151.2,5.415370173,0.198807157,1990
567,1995,4,7645,132130,151.8,5.785968364,0.396825397,1990
568,1995,5,7430,132130,152.1,5.62324983,0.197628458,1990
569,1995,6,7427,132130,152.4,5.620979339,0.197238659,1990
570,1995,7,7527,132430,152.6,5.683757457,0.131233596,1990
571,1995,8,7484,132430,152.9,5.651287473,0.196592398,1990
572,1995,9,7478,132430,153.1,5.646756777,0.130804447,1990
573,1995,10,7328,132614,153.5,5.525811754,0.261267146,1990
574,1995,11,7426,132614,153.7,5.599710438,0.13029316,1990
575,1995,12,7423,132614,153.9,5.597448233,0.130123617,1990
576,1996,1,7491,132916,154.7,5.635890337,0.519818064,1990
577,1996,2,7313,132916,155,5.50197117,0.193923723,1990
578,1996,3,7318,132916,155.5,5.505732944,0.322580645,1990
579,1996,4,7415,133591,156.1,5.550523613,0.38585209,1990
580,1996,5,7423,133591,156.4,5.55651204,0.192184497,1990
581,1996,6,7095,133591,156.7,5.310986519,0.191815857,1990
582,1996,7,7337,134284,157,5.463793155,0.191448628,1990
583,1996,8,6882,134284,157.2,5.124959042,0.127388535,1990
584,1996,9,6979,134284,157.7,5.197194007,0.318066158,1990
585,1996,10,7031,135014,158.2,5.2076081,0.317057705,1990
586,1996,11,7236,135014,158.7,5.359444206,0.316055626,1990
587,1996,12,7253,135014,159.1,5.372035493,0.252047889,1990
588,1997,1,7158,135582,159.4,5.279461875,0.188560654,1990
589,1997,2,7102,135582,159.7,5.238158458,0.188205772,1990
590,1997,3,7000,135582,159.8,5.162927232,0.062617408,1990
591,1997,4,6873,136115,159.9,5.049406752,0.062578223,1990
592,1997,5,6655,136115,159.9,4.889248062,0,1990
593,1997,6,6799,136115,160.2,4.995040958,0.187617261,1990
594,1997,7,6655,136590,160.4,4.872245406,0.124843945,1990
595,1997,8,6608,136590,160.8,4.837835859,0.249376559,1990
596,1997,9,6656,136590,161.2,4.872977524,0.248756219,1990
597,1997,10,6454,136916,161.5,4.713839142,0.186104218,1990
598,1997,11,6308,136916,161.7,4.607204417,0.123839009,1990
599,1997,12,6476,136916,161.8,4.729907388,0.061842919,1990
600,1998,1,6368,137148,162,4.643159215,0.123609394,1990
601,1998,2,6306,137148,162,4.597952577,0,1990
602,1998,3,6422,137148,162,4.682532738,0,1990
603,1998,4,5941,137326,162.2,4.326201885,0.12345679,1990
604,1998,5,6047,137326,162.6,4.403390472,0.246609125,1990
605,1998,6,6212,137326,162.8,4.523542519,0.12300123,1990
606,1998,7,6259,137815,163.2,4.541595617,0.245700246,1990
607,1998,8,6179,137815,163.4,4.483546784,0.12254902,1990
608,1998,9,6300,137815,163.5,4.571345645,0.06119951,1990
609,1998,10,6280,138431,163.9,4.536556118,0.244648318,1990
610,1998,11,6100,138431,164.1,4.40652744,0.122025625,1990
611,1998,12,6032,138431,164.4,4.357405494,0.182815356,1990
612,1999,1,5976,138900,164.7,4.30237581,0.182481752,1990
613,1999,2,6111,138900,164.7,4.399568035,0,1990
614,1999,3,5783,138900,164.8,4.163426926,0.060716454,1990
615,1999,4,6004,139132,165.9,4.315326453,0.667475728,1990
616,1999,5,5796,139132,166,4.165828134,0.060277275,1990
617,1999,6,5951,139132,166,4.277233131,0,1990
618,1999,7,6025,139497,166.7,4.319089299,0.421686747,1990
619,1999,8,5838,139497,167.1,4.185036237,0.23995201,1990
620,1999,9,5915,139497,167.8,4.240234557,0.418910832,1990
621,1999,10,5778,139991,168.1,4.127408191,0.178784267,1990
622,1999,11,5716,139991,168.4,4.083119629,0.178465199,1990
623,1999,12,5653,139991,168.8,4.038116736,0.237529691,1990
624,2000,1,5708,142386,169.3,4.008821092,0.296208531,2000
625,2000,2,5858,142386,170,4.114168528,0.413467218,2000
626,2000,3,5733,142386,171,4.026378998,0.588235294,2000
627,2000,4,5481,142577,170.9,3.844238552,-0.058479532,2000
628,2000,5,5758,142577,171.2,4.038519537,0.175541252,2000
629,2000,6,5651,142577,172.2,3.963472369,0.58411215,2000
630,2000,7,5747,142437,172.7,4.034766248,0.290360046,2000
631,2000,8,5853,142437,172.7,4.109185113,0,2000
632,2000,9,5625,142437,173.6,3.949114345,0.521134916,2000
633,2000,10,5534,142944,173.9,3.871446161,0.17281106,2000
634,2000,11,5639,142944,174.2,3.9449015,0.172512938,2000
635,2000,12,5634,142944,174.6,3.941403627,0.229621125,2000
636,2001,1,6023,143808,175.6,4.188223186,0.572737686,2000
637,2001,2,6089,143808,176,4.234117713,0.227790433,2000
638,2001,3,6141,143808,176.1,4.270277036,0.056818182,2000
639,2001,4,6271,143415,176.4,4.3726249,0.170357751,2000
640,2001,5,6226,143415,177.3,4.341247429,0.510204082,2000
641,2001,6,6484,143415,177.7,4.521144929,0.225606317,2000
642,2001,7,6583,143642,177.4,4.58292143,-0.16882386,2000
643,2001,8,7042,143642,177.4,4.902465853,0,2000
644,2001,9,7142,143642,178.1,4.972083374,0.394588501,2000
645,2001,10,7694,144210,177.6,5.335274946,-0.280741157,2000
646,2001,11,8003,144210,177.5,5.549545801,-0.056306306,2000
647,2001,12,8258,144210,177.4,5.726371264,-0.056338028,2000
648,2002,1,8182,144339,177.7,5.668599616,0.169109357,2000
649,2002,2,8215,144339,178,5.69146246,0.16882386,2000
650,2002,3,8304,144339,178.5,5.753122857,0.280898876,2000
651,2002,4,8599,144824,179.3,5.937551787,0.448179272,2000
652,2002,5,8399,144824,179.5,5.799453129,0.111544897,2000
653,2002,6,8393,144824,179.6,5.79531017,0.055710306,2000
654,2002,7,8390,145121,180,5.781382433,0.222717149,2000
655,2002,8,8304,145121,180.5,5.72212154,0.277777778,2000
656,2002,9,8251,145121,180.8,5.685600292,0.166204986,2000
657,2002,10,8307,145140,181.2,5.723439438,0.221238938,2000
658,2002,11,8520,145140,181.5,5.870194295,0.165562914,2000
659,2002,12,8640,145140,181.8,5.952873088,0.165289256,2000
660,2003,1,8520,146020,182.6,5.834817148,0.440044004,2000
661,2003,2,8618,146020,183.6,5.901931242,0.547645126,2000
662,2003,3,8588,146020,183.9,5.881386111,0.163398693,2000
663,2003,4,8842,146677,183.2,6.028211649,-0.380641653,2000
664,2003,5,8957,146677,182.9,6.106615216,-0.163755459,2000
665,2003,6,9266,146677,183.1,6.317282191,0.109349371,2000
666,2003,7,9011,146487,183.7,6.1513991,0.327689787,2000
667,2003,8,8896,146487,184.5,6.07289384,0.435492651,2000
668,2003,9,8921,146487,185.1,6.089960201,0.325203252,2000
669,2003,10,8732,146815,184.9,5.947621156,-0.108049703,2000
670,2003,11,8576,146815,185,5.841364983,0.054083288,2000
671,2003,12,8317,146815,185.5,5.664952491,0.27027027,2000
672,2004,1,8370,146832,186.3,5.700392285,0.431266846,2000
673,2004,2,8167,146832,186.7,5.562139043,0.214707461,2000
674,2004,3,8491,146832,187.1,5.78279939,0.214247456,2000
675,2004,4,8170,147125,187.4,5.553101105,0.160342063,2000
676,2004,5,8212,147125,188.2,5.581648258,0.426894344,2000
677,2004,6,8286,147125,188.9,5.631945624,0.37194474,2000
678,2004,7,8136,147557,189.1,5.513801446,0.105876125,2000
679,2004,8,7990,147557,189.2,5.414856632,0.052882073,2000
680,2004,9,7927,147557,189.8,5.372161266,0.317124736,2000
681,2004,10,8061,148005,190.8,5.44643762,0.52687039,2000
682,2004,11,7932,148005,191.7,5.359278403,0.471698113,2000
683,2004,12,7934,148005,191.7,5.360629708,0,2000
684,2005,1,7784,148261,191.6,5.25020066,-0.052164841,2000
685,2005,2,7980,148261,192.4,5.382399957,0.417536534,2000
686,2005,3,7737,148261,193.1,5.218499808,0.363825364,2000
687,2005,4,7672,149142,193.7,5.144090866,0.310719834,2000
688,2005,5,7651,149142,193.6,5.130010326,-0.051626226,2000
689,2005,6,7524,149142,193.7,5.04485658,0.051652893,2000
690,2005,7,7406,149722,194.9,4.946500848,0.619514713,2000
691,2005,8,7345,149722,196.1,4.905758673,0.615700359,2000
692,2005,9,7553,149722,198.8,5.044682812,1.376848547,2000
693,2005,10,7453,150032,199.1,4.967606911,0.150905433,2000
694,2005,11,7566,150032,198.1,5.042924176,-0.502260171,2000
695,2005,12,7279,150032,198.1,4.851631652,0,2000
696,2006,1,7064,150556,199.3,4.691941869,0.605754669,2000
697,2006,2,7184,150556,199.4,4.771646431,0.050175615,2000
698,2006,3,7072,150556,199.7,4.697255506,0.150451354,2000
699,2006,4,7120,151101,200.7,4.712079999,0.500751127,2000
700,2006,5,6980,151101,201.3,4.619426741,0.298953662,2000
701,2006,6,7001,151101,201.8,4.63332473,0.248385494,2000
702,2006,7,7175,151585,202.9,4.73331794,0.545094153,2000
703,2006,8,7091,151585,203.8,4.677903486,0.44356826,2000
704,2006,9,6847,151585,202.8,4.516937692,-0.490677134,2000
705,2006,10,6727,152393,201.9,4.414244749,-0.443786982,2000
706,2006,11,6872,152393,202,4.509393476,0.04952947,2000
707,2006,12,6762,152393,203.1,4.437211683,0.544554455,2000
708,2007,1,7116,153059,203.437,4.649187568,0.165928114,2000
709,2007,2,6927,153059,204.226,4.525705774,0.387835055,2000
710,2007,3,6731,153059,205.288,4.397650579,0.520012143,2000
711,2007,4,6850,152715,205.904,4.485479488,0.300066248,2000
712,2007,5,6766,152715,206.755,4.430475068,0.413299402,2000
713,2007,6,6979,152715,207.234,4.569950562,0.231675171,2000
714,2007,7,7149,153072,207.603,4.670351207,0.178059585,2000
715,2007,8,7067,153072,207.667,4.616781645,0.030828071,2000
716,2007,9,7170,153072,208.547,4.684070241,0.423755339,2000
717,2007,10,7237,153645,209.19,4.710208598,0.308323783,2000
718,2007,11,7240,153645,210.834,4.712161151,0.785888427,2000
719,2007,12,7645,153645,211.445,4.975755801,0.289801455,2000
720,2008,1,7685,153875,212.174,4.994313566,0.344770508,2000
721,2008,2,7497,153875,212.687,4.872136474,0.241782688,2000
722,2008,3,7822,153875,213.448,5.083346872,0.357802781,2000
723,2008,4,7637,154128,213.942,4.95497249,0.231438102,2000
724,2008,5,8395,154128,215.208,5.446771515,0.591749166,2000
725,2008,6,8575,154128,217.463,5.563557563,1.047823501,2000
726,2008,7,8937,154560,219.016,5.782220497,0.714144475,2000
727,2008,8,9438,154560,218.69,6.10636646,-0.148847573,2000
728,2008,9,9494,154560,218.877,6.142598344,0.085509168,2000
729,2008,10,10074,154723,216.995,6.510990609,-0.859843656,2000
730,2008,11,10538,154723,213.153,6.810881382,-1.770547708,2000
731,2008,12,11286,154723,211.398,7.294325989,-0.82335224,2000
732,2009,1,12058,154294,211.933,7.814950679,0.253077134,2000
733,2009,2,12898,154294,212.705,8.359365886,0.364266065,2000
734,2009,3,13426,154294,212.495,8.701569731,-0.098728286,2000
735,2009,4,13853,154657,212.709,8.957240862,0.100708252,2000
736,2009,5,14499,154657,213.022,9.374939382,0.147149392,2000
737,2009,6,14707,154657,214.79,9.509430546,0.829961225,2000
738,2009,7,14601,154212,214.726,9.468134776,-0.029796545,2000
739,2009,8,14814,154212,215.445,9.606256322,0.334845338,2000
740,2009,9,15009,154212,215.861,9.732705626,0.193088723,2000
741,2009,10,15352,153591,216.509,9.995377333,0.30019318,2000
742,2009,11,15219,153591,217.234,9.908783718,0.334859059,2000
743,2009,12,15098,153591,217.347,9.83000306,0.05201764,2000
744,2010,1,15046,153711,217.488,9.788499197,0.064873221,2000
745,2010,2,15113,153711,217.281,9.832087489,-0.095177665,2000
746,2010,3,15202,153711,217.353,9.889988355,0.033136814,2000
747,2010,4,15325,154110,217.403,9.944195704,0.023004053,2000
748,2010,5,14849,154110,217.29,9.635325417,-0.051977204,2000
749,2010,6,14474,154110,217.199,9.391992732,-0.041879516,2000
750,2010,7,14512,153917,217.605,9.428458195,0.186925354,2000
751,2010,8,14648,153917,217.923,9.516817506,0.146136348,2000
752,2010,9,14579,153917,218.275,9.471988149,0.161524942,2000
753,2010,10,14516,153803,219.035,9.438047372,0.348184629,2000
754,2010,11,15081,153803,219.59,9.805400415,0.253384162,2000
755,2010,12,14348,153803,220.472,9.328816733,0.401657635,2000
756,2011,1,14013,153284,221.187,9.141854336,0.32430422,2010
757,2011,2,13820,153284,221.898,9.01594426,0.321447463,2010
758,2011,3,13737,153284,223.046,8.961796404,0.517354821,2010
759,2011,4,13957,153456,224.093,9.095115212,0.469409898,2010
760,2011,5,13855,153456,224.806,9.028646648,0.318171473,2010
761,2011,6,13962,153456,224.806,9.098373475,0,2010
762,2011,7,13763,153726,225.395,8.952942248,0.262003683,2010
763,2011,8,13818,153726,226.106,8.98872019,0.315446217,2010
764,2011,9,13948,153726,226.597,9.073286237,0.217154786,2010
765,2011,10,13594,154028,226.75,8.82566806,0.067520753,2010
766,2011,11,13302,154028,227.169,8.636092139,0.184785006,2010
767,2011,12,13093,154028,227.223,8.500402524,0.023770849,2010
768,2012,1,12797,154600,227.842,8.277490298,0.272419605,2010
769,2012,2,12813,154600,228.329,8.287839586,0.213744612,2010
770,2012,3,12713,154600,228.807,8.223156533,0.209347039,2010
771,2012,4,12646,154831,229.187,8.167615013,0.166078835,2010
772,2012,5,12660,154831,228.713,8.176657129,-0.206818013,2010
773,2012,6,12692,154831,228.524,8.197324825,-0.082636317,2010
774,2012,7,12656,154957,228.59,8.167427093,0.028880993,2010
775,2012,8,12471,154957,229.918,8.048039133,0.580952798,2010
776,2012,9,12115,154957,231.015,7.818297979,0.477126628,2010
777,2012,10,12124,155507,231.638,7.796433601,0.269679458,2010
778,2012,11,12005,155507,231.249,7.719909715,-0.167934449,2010
779,2012,12,12298,155507,231.221,7.90832567,-0.01210816,2010
780,2013,1,12470,155318,231.612,8.028689527,0.169102287,2010
781,2013,2,11954,155318,232.985,7.696467892,0.592801755,2010
782,2013,3,11672,155318,232.299,7.514904905,-0.294439556,2010
783,2013,4,11752,155539,231.795,7.555661281,-0.21696176,2010
784,2013,5,11657,155539,231.916,7.494583352,0.052201299,2010
785,2013,6,11741,155539,232.374,7.5485891,0.197485296,2010
786,2013,7,11350,155662,232.889,7.291439144,0.221625483,2010
787,2013,8,11284,155662,233.323,7.249039586,0.186354873,2010
788,2013,9,11264,155662,233.632,7.236191235,0.132434436,2010
789,2013,10,11133,155063,233.718,7.17966246,0.036810026,2010
790,2013,11,10792,155063,234.121,6.959751843,0.172430023,2010
791,2013,12,10410,155063,234.723,6.71340036,0.257131996,2010
792,2014,1,10240,155632,235.385,6.579623728,0.282034568,2010
793,2014,2,10383,155632,235.672,6.671507145,0.121927905,2010
794,2014,3,10400,155632,235.978,6.682430349,0.129841475,2010
795,2014,4,9705,155540,236.471,6.239552527,0.20891778,2010
796,2014,5,9740,155540,236.832,6.262054777,0.152661426,2010
797,2014,6,9460,155540,237.029,6.082036775,0.083181327,2010
798,2014,7,9637,156105,237.424,6.173408923,0.166646275,2010
799,2014,8,9616,156105,237.256,6.15995644,-0.070759485,2010
800,2014,9,9255,156105,237.486,5.928701835,0.0969417,2010
801,2014,10,8964,156349,237.506,5.733327364,0.008421549,2010
802,2014,11,9060,156349,237.118,5.79472846,-0.163364294,2010
803,2014,12,8718,156349,236.29,5.575987055,-0.349193229,2010
804,2015,1,8962,156858,234.913,5.713447832,-0.582758475,2010
805,2015,2,8663,156858,235.489,5.522829566,0.245197158,2010
806,2015,3,8538,156858,235.989,5.443139655,0.212324143,2010
807,2015,4,8521,157161,236.201,5.421828571,0.089834696,2010
808,2015,5,8655,157161,236.891,5.507091454,0.292124081,2010
809,2015,6,8251,157161,237.419,5.250030224,0.222887319,2010
810,2015,7,8235,157014,237.876,5.244755245,0.192486701,2010
811,2015,8,8017,157014,237.811,5.105914122,-0.027325161,2010
812,2015,9,7877,157014,237.467,5.016750099,-0.144652686,2010
813,2015,10,7869,157479,237.792,4.996856724,0.136861122,2010
814,2015,11,7939,157479,238.153,5.041307095,0.151813349,2010
815,2015,12,7927,157479,237.846,5.033687031,-0.128908727,2010
816,2016,1,7829,158843,238.106,4.92876614,0.10931443,2010
817,2016,2,7845,158843,237.808,4.938838979,-0.125154343,2010
818,2016,3,7977,158843,238.078,5.021939903,0.113536971,2010
819,2016,4,7910,158779,238.908,4.98176711,0.34862524,2010
820,2016,5,7451,158779,239.362,4.692686061,0.190031309,2010
821,2016,6,7799,158779,239.842,4.911858621,0.200533084,2010
822,2016,7,7749,159544,239.898,4.856967357,0.023348705,2010
823,2016,8,7853,159544,240.389,4.922153136,0.204670318,2010
824,2016,9,7904,159544,241.006,4.95411924,0.256667318,2010
825,2016,10,7740,159580,241.694,4.850231859,0.285470071,2010
826,2016,11,7409,159580,242.199,4.642812383,0.208941885,2010
827,2016,12,7529,159580,242.821,4.718009776,0.256813612,2010
828,2017,1,7635,,244.158,,0.550611356,2010
829,2017,2,7528,,244.456,,0.122052114,2010
830,1947,1,,,21.48,,0.122052114,1940
831,1947,2,,,21.62,,0.651769088,1940
832,1947,3,,,22,,1.757631822,1940
833,1947,4,,,22,,0,1940
834,1947,5,,,21.95,,-0.227272727,1940
835,1947,6,,,22.08,,0.592255125,1940
836,1947,7,,,22.23,,0.679347826,1940
837,1947,8,,,22.4,,0.764732344,1940
838,1947,9,,,22.84,,1.964285714,1940
839,1947,10,,,22.91,,0.30647986,1940
840,1947,11,,,23.06,,0.654735923,1940
841,1947,12,,,23.41,,1.517779705,1940